"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2024-55066-19/09/2025","02",0,"NT","BDOUBLE - ROAD TRAIN","2017","South","Male","027","SA","MC","Full",,"Swerving","001","5093",,
"2024-55067-19/09/2025","01",0,"SA","Motor Cars - Sedan","2018","East","Male","036","SA","C","Full","Not Towing","Left Turn","001","5064","Y",
"2024-55067-19/09/2025","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2024-55068-19/09/2025","01",0,"SA","Motor Cars - Sedan","2021","North","Male","035","SA","C","Full","Not Towing","Straight Ahead","001","5173",,
"2024-55068-19/09/2025","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2024-55069-19/09/2025","01",0,"SA","Motor Cars - Sedan","2008","South","Male","036","SA","C","Full","Not Towing","Straight Ahead","001","5159",,
"2024-55069-19/09/2025","02",0,"SA","Utility","2017","South",,,,,,"Unknown","Parked","000",,,
"2024-55070-19/09/2025","01",1,"SA","Utility","2016","South East","Male","021","SA","C","Full","Not Towing","Straight Ahead","001","5107","Y",
"2024-55070-19/09/2025","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2022","North West","Male","031","SA","HR","Full","Not Towing","Right Turn","001","5084",,
"2024-55070-19/09/2025","03",0,"SA","Motor Cars - Sedan","2018","South West","Male","028","SA","MC","Full","Not Towing","Left Turn","001","5012",,
"2024-55071-19/09/2025","01",0,"SA","Motor Cycle","2010","North East","Male","021","SA","CRD","Learners","Not Towing","Straight Ahead","001","5169","Y",
"2024-55072-19/09/2025","01",0,"SA","Motor Cars - Sedan","2002","North","Male","017","SA","C","Provisional 1 ","Not Towing","Straight Ahead","001","5008",,
"2024-55073-19/09/2025","01",0,"SA","Motor Cars - Sedan","1991","North East","Male","020","SA","C","Provisional 1 ","Not Towing","Straight Ahead","001","5013",,
"2024-55074-19/09/2025","01",0,"SA","Utility","2008","North East","Male","078","SA","C","Full","Not Towing","Right Turn","001","5086",,
"2024-55074-19/09/2025","02",0,"SA","Station Wagon","2016","South West","Female","031","SA","C","Full","Not Towing","Straight Ahead","004","5097",,
"2024-55075-19/09/2025","01",0,"SA","Motor Cars - Sedan","2018","North West","Male","062","SA","MCR","Full","Not Towing","Parking - Angle","003","5700",,
"2024-55075-19/09/2025","02",0,"SA","Motor Cars - Sedan","2016","West","Male","066","SA","LRR","Full","Not Towing","Parked","001","5700",,
"2024-55076-19/09/2025","01",0,"SA","Station Wagon","2005","North","Female","035","SA","C","Full","Not Towing","Right Turn","003","5125",,
"2024-55076-19/09/2025","02",0,,"Traffic Signal Pole",,,,,,,,,,,,,
"2024-55077-19/09/2025","01",0,"SA","Motor Cars - Sedan","2013","North","Male","027","SA","CR","Full","Not Towing","Straight Ahead","001","5095",,
"2024-55077-19/09/2025","02",0,"SA","Station Wagon","2006","East","Male","017","SA","C","Provisional 1 ","Not Towing","Right Turn","001","5084",,
"2024-55078-19/09/2025","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2009","North East",,,,,,"Not Towing","Parked","000",,,
"2024-55078-19/09/2025","02",0,"SA","Motor Cars - Sedan","2016","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5340",,
"2024-55079-19/09/2025","01",1,"SA","Motor Cars - Sedan","2007","North East","Male","073","SA","C","Full","Not Towing","Stopped on Carriageway","001","5108",,
"2024-55079-19/09/2025","02",0,"SA","Utility","2011","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2024-55080-19/09/2025","01",1,"SA","Station Wagon","2021","East","Female","040","SA","C","Full","Not Towing","Straight Ahead","001","5068",,
"2024-55080-19/09/2025","02",0,"SA","Motor Cars - Sedan","2017","South","Male","045","SA","C","Full","Not Towing","Right Turn","001","5066",,
"2024-55081-19/09/2025","01",0,"SA","Motor Cars - Sedan","2017","North","Female","029","SA","C","Full","Not Towing","Right Turn","001","5356",,
"2024-55081-19/09/2025","02",0,"SA","Station Wagon","2002","West","Male","035","SA","C","Full","Not Towing","Straight Ahead","002","5345",,
"2024-55082-19/09/2025","01",0,"SA","Motor Cars - Sedan","1995","North","Female","078","SA","C","Full","Not Towing","Straight Ahead","001","5051",,
"2024-55082-19/09/2025","02",0,"SA","Motor Cars - Sedan","2016","East","Female","066","SA","C","Full","Not Towing","Right Turn","002","5159",,
"2024-55083-19/09/2025","01",0,"SA","Motor Cars - Sedan","2018","South West","Male","017","SA","C","Provisional 1 ","Not Towing","Right Turn","001","5097",,
"2024-55083-19/09/2025","02",0,"SA","Motor Vehicle - Type Unknown","XXXX","South East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2024-55084-19/09/2025","01",0,"SA","Station Wagon","2008","West","Male","045","SA","MR","Full","Not Towing","Stopped on Carriageway","002","5558",,
"2024-55084-19/09/2025","02",0,"SA","Motor Cycle","2023","South","Male","048","WA","CR","Full","Not Towing","Left Turn","001","6722",,
"2024-55085-19/09/2025","01",0,"SA","Other Defined Special Vehicle","2019","South","Male","041","SA","HCR","Full","Not Towing","Straight Ahead","001","5163",,
"2024-55085-19/09/2025","02",0,"SA","Station Wagon","2023","South","Male","054","SA","C","Full","Not Towing","Stopped on Carriageway","002","5245",,
"2024-55085-19/09/2025","03",0,"SA","Motor Cars - Sedan","2015","South","Female","036","SA","C","Full","Not Towing","Stopped on Carriageway","001","5159",,
"2024-55086-19/09/2025","01",0,"SA","Station Wagon","2022","South West","Female","035","SA","C","Full","Not Towing","Stopped on Carriageway","001","5252",,
"2024-55086-19/09/2025","02",0,"SA","Motor Cycle","2016","South West","Male","044","SA","HRR","Full","Not Towing","Straight Ahead","001","5039",,
"2024-55087-19/09/2025","01",0,"SA","Motor Cars - Sedan","2010","East","Male","069","SA","C","Full","Not Towing","Straight Ahead","001","5065",,
"2024-55087-19/09/2025","02",0,"SA","Motor Cars - Sedan","2023","East","Male","053","SA","C","Full","Not Towing","Stopped on Carriageway","001","5158",,
"2024-55088-19/09/2025","01",0,"SA","Motor Cars - Sedan","2017","North East","Female","027","SA","C","Full","Not Towing","Stopped on Carriageway","001","5044",,
"2024-55088-19/09/2025","02",0,"SA","Utility","2000","North East","Female","025","SA","C","Provisional 2","Not Towing",,"001","5049",,
"2024-55089-19/09/2025","01",2,"SA","Motor Cars - Sedan","2004","North West","Male","026","SA","XX","Unlicenced","Not Towing","Overtaking - on Right","002","5253",,
"2024-55089-19/09/2025","02",0,,"Tree",,,,,,,,,,,,,
"2024-55090-19/09/2025","01",1,,"Pedal Cycle",,"South East","Male","027",,,,,"Straight Ahead","001","5024","Y",
"2024-55091-19/09/2025","01",0,"SA","Motor Cars - Sedan","2005","South East","Female","038","SA","C","Full","Not Towing","Right Turn","001","5076",,
"2024-55091-19/09/2025","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2024-55092-19/09/2025","01",0,"SA","Motor Cycle","2015","East","Male","046","SA","CRD","Learners","Not Towing","Straight Ahead","001","5039",,
"2024-55092-19/09/2025","02",0,"SA","Station Wagon","2016","South","Female","047","SA","C","Full","Not Towing","Straight Ahead","001","5024",,
"2024-55093-19/09/2025","01",0,"SA","Motor Cars - Sedan","2000","South West","Male","030","SA","C","Full","Not Towing","Left Turn","001","5118",,
"2024-55093-19/09/2025","02",0,,"Pedestrian on Road",,"North West","Female","055",,,,,"Crossing without Control",,"5113",,
"2024-55094-19/09/2025","01",0,"SA","Motor Cars - Sedan","2014","East","Female","076","SA","C","Full","Not Towing","Right Turn","001","5280",,
"2024-55094-19/09/2025","02",0,"SA","Utility","2013","West","Male","061","SA","C","Full","Not Towing","Straight Ahead","001","5290",,
"2024-55095-19/09/2025","01",2,"SA","Station Wagon","2016","North","Female","027","SA","C","Full","Not Towing","Stopped on Carriageway","002","5074",,
"2024-55095-19/09/2025","02",0,"SA","Motor Cars - Sedan","2003","North","Male","027","O/S","C","Full","Not Towing","Straight Ahead","001","5042",,
"2024-55096-19/09/2025","01",0,"VIC","Utility","2018","South West","Female","020","VIC","HR","Provisional 2","Not Towing","Straight Ahead","001","3496",,
"2024-55096-19/09/2025","02",0,"SA","Station Wagon","2023","East","Female","065","SA","CR","Full","Not Towing","Straight Ahead","001","5153",,
"2024-55097-19/09/2025","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2013","North","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5113",,
"2024-55097-19/09/2025","02",0,"SA","Station Wagon","2012","East","Female","068","SA","C","Full","Not Towing","Left Turn","001","5044",,
